,factory_line,time,temperature,humidity,electrical_energy
26,LINE1_PROC1,2020-12-15 17:45:16,24.3,21.0,29.0329
27,LINE1_PROC1,2020-12-15 17:45:19,24.2,21.0,23.2264
28,LINE1_PROC1,2020-12-15 17:45:22,24.2,21.0,23.2264
29,LINE1_PROC1,2020-12-15 17:45:26,24.2,21.0,29.0329
30,LINE1_PROC1,2020-12-15 17:45:28,24.2,21.0,29.0329
31,LINE1_PROC1,2020-12-15 17:45:31,24.2,21.0,29.0329
32,LINE1_PROC1,2020-12-15 17:45:35,24.2,21.0,29.0329
33,LINE1_PROC1,2020-12-15 17:45:39,24.2,21.0,29.0329
34,LINE1_PROC1,2020-12-15 17:45:40,24.2,21.0,29.0329
35,LINE1_PROC1,2020-12-15 17:45:43,24.3,21.0,34.8395
36,LINE1_PROC1,2020-12-15 17:45:46,24.2,20.0,34.8395
37,LINE1_PROC1,2020-12-15 17:45:49,24.3,20.0,34.8395
38,LINE1_PROC1,2020-12-15 17:45:53,24.3,21.0,34.8395
39,LINE1_PROC1,2020-12-15 17:46:12,24.3,20.0,23.2264
40,LINE1_PROC1,2020-12-15 17:46:16,24.3,21.0,34.8395
41,LINE1_PROC1,2020-12-15 17:46:17,24.3,21.0,29.0329
42,LINE1_PROC1,2020-12-15 17:46:19,24.3,21.0,17.4198
43,LINE1_PROC1,2020-12-15 17:46:20,24.3,21.0,-5.80659
44,LINE1_PROC1,2020-12-15 17:46:22,24.3,20.0,40.6461
45,LINE1_PROC1,2020-12-15 17:46:23,24.3,20.0,5.80659
46,LINE1_PROC1,2020-12-15 17:46:25,24.3,21.0,139.358
47,LINE1_PROC1,2020-12-15 17:46:26,24.3,21.0,29.0329
48,LINE1_PROC1,2020-12-15 17:46:28,24.4,21.0,40.6461
49,LINE1_PROC1,2020-12-15 17:46:29,24.4,21.0,29.0329
50,LINE1_PROC1,2020-12-15 17:46:31,24.2,21.0,40.6461
51,LINE1_PROC1,2020-12-15 17:46:34,24.3,21.0,17.4198
52,LINE1_PROC1,2020-12-15 17:46:38,24.3,21.0,29.0329
53,LINE1_PROC1,2020-12-15 17:47:13,24.4,21.0,17.4198
54,LINE1_PROC1,2020-12-15 17:47:15,24.4,21.0,5.80659
55,LINE1_PROC1,2020-12-15 17:47:16,24.3,20.0,40.6461
56,LINE1_PROC1,2020-12-15 17:47:18,24.3,20.0,17.4198
57,LINE1_PROC1,2020-12-15 17:47:19,24.2,21.0,40.6461
58,LINE1_PROC1,2020-12-15 17:47:21,24.2,21.0,29.0329
59,LINE1_PROC1,2020-12-15 17:47:22,24.2,21.0,23.2264
60,LINE1_PROC1,2020-12-15 17:47:24,24.2,21.0,5.80659
61,LINE1_PROC1,2020-12-15 17:47:25,24.3,20.0,17.4198
62,LINE1_PROC1,2020-12-15 17:47:26,24.3,20.0,5.80659
63,LINE1_PROC1,2020-12-15 17:47:28,24.3,21.0,23.2264
64,LINE1_PROC1,2020-12-15 17:47:30,24.3,21.0,17.4198
65,LINE1_PROC1,2020-12-15 17:47:49,24.4,21.0,34.8395
66,LINE1_PROC1,2020-12-15 17:47:52,24.3,20.0,40.6461
67,LINE1_PROC1,2020-12-15 17:47:54,24.3,20.0,29.0329
68,LINE1_PROC1,2020-12-15 17:47:55,24.2,21.0,40.6461
69,LINE1_PROC1,2020-12-15 17:47:56,24.2,21.0,29.0329
70,LINE1_PROC1,2020-12-15 17:47:58,24.3,21.0,34.8395
71,LINE1_PROC1,2020-12-15 17:48:00,24.3,21.0,29.0329
72,LINE1_PROC1,2020-12-15 17:48:01,24.3,21.0,40.6461
73,LINE1_PROC1,2020-12-15 17:48:03,24.3,21.0,46.4527
74,LINE1_PROC1,2020-12-15 17:48:05,24.3,21.0,23.2264
75,LINE1_PROC1,2020-12-15 17:48:07,24.3,21.0,40.6461
76,LINE1_PROC1,2020-12-15 17:48:26,24.3,20.0,40.6461
77,LINE1_PROC1,2020-12-15 17:48:29,24.3,20.0,46.4527
78,LINE1_PROC1,2020-12-15 17:48:31,24.3,20.0,17.4198
79,LINE1_PROC1,2020-12-15 17:48:32,24.3,21.0,40.6461
80,LINE1_PROC1,2020-12-15 17:48:34,24.3,21.0,23.2264
81,LINE1_PROC1,2020-12-15 17:48:36,24.3,20.0,40.6461
82,LINE1_PROC1,2020-12-15 17:48:38,24.4,21.0,40.6461
83,LINE1_PROC1,2020-12-15 17:48:42,24.4,21.0,29.0329
84,LINE1_PROC1,2020-12-15 17:48:48,24.3,21.0,52.2593
85,LINE1_PROC1,2020-12-15 17:48:49,24.3,21.0,23.2264
86,LINE1_PROC1,2020-12-15 17:48:51,24.3,20.0,17.4198
87,LINE1_PROC1,2020-12-15 17:48:53,24.4,22.0,34.8395
88,LINE1_PROC1,2020-12-15 17:48:55,24.4,22.0,17.4198
89,LINE1_PROC1,2020-12-15 17:48:56,22.9,22.0,34.8395
90,LINE1_PROC1,2020-12-15 17:48:58,22.9,22.0,29.0329
91,LINE1_PROC1,2020-12-15 17:48:59,24.4,21.0,40.6461
92,LINE1_PROC1,2020-12-15 17:49:00,24.4,21.0,23.2264
93,LINE1_PROC1,2020-12-15 17:49:02,24.4,21.0,34.8395
94,LINE1_PROC1,2020-12-15 17:49:04,24.4,21.0,29.0329
95,LINE1_PROC1,2020-12-15 17:49:05,24.4,21.0,34.8395
96,LINE1_PROC1,2020-12-15 17:49:07,24.4,21.0,17.4198
97,LINE1_PROC1,2020-12-15 17:49:08,24.4,21.0,34.8395
98,LINE1_PROC1,2020-12-15 17:49:10,24.4,21.0,23.2264
99,LINE1_PROC1,2020-12-15 17:49:11,24.4,21.0,29.0329
100,LINE1_PROC1,2020-12-15 17:49:13,24.4,21.0,23.2264
101,LINE1_PROC1,2020-12-15 17:49:15,24.5,21.0,34.8395
102,LINE1_PROC1,2020-12-15 17:49:16,24.5,21.0,17.4198
103,LINE1_PROC1,2020-12-15 17:49:18,24.4,21.0,34.8395
104,LINE1_PROC1,2020-12-15 17:49:20,24.4,21.0,23.2264
105,LINE1_PROC1,2020-12-15 17:49:22,24.4,21.0,34.8395
106,LINE1_PROC1,2020-12-15 17:49:26,24.4,20.0,40.6461
107,LINE1_PROC1,2020-12-15 17:49:29,24.4,21.0,40.6461
108,LINE1_PROC1,2020-12-15 17:49:32,24.5,21.0,40.6461
109,LINE1_PROC1,2020-12-15 17:49:36,24.4,21.0,34.8395
110,LINE1_PROC1,2020-12-15 17:49:38,24.4,21.0,34.8395
111,LINE1_PROC1,2020-12-15 17:49:41,24.5,21.0,40.6461
112,LINE1_PROC1,2020-12-15 17:49:43,24.4,21.0,34.8395
113,LINE1_PROC1,2020-12-15 17:49:47,24.5,21.0,40.6461
114,LINE1_PROC1,2020-12-15 17:49:49,22.8,21.0,40.6461
115,LINE1_PROC1,2020-12-15 17:49:53,21.9,20.0,40.6461
116,LINE1_PROC1,2020-12-15 17:49:55,24.5,21.0,29.0329
117,LINE1_PROC1,2020-12-15 17:49:59,24.5,21.0,29.0329
118,LINE1_PROC1,2020-12-15 17:50:02,24.4,21.0,34.8395
119,LINE1_PROC1,2020-12-15 17:50:04,24.4,21.0,34.8395
120,LINE1_PROC1,2020-12-15 17:50:08,24.5,21.0,52.2593
121,LINE1_PROC1,2020-12-15 17:50:10,24.6,21.0,34.8395
122,LINE1_PROC1,2020-12-15 17:50:14,24.4,21.0,40.6461
123,LINE1_PROC1,2020-12-15 17:50:17,24.5,21.0,40.6461
124,LINE1_PROC1,2020-12-15 17:50:20,24.5,21.0,46.4527
125,LINE1_PROC1,2020-12-15 17:50:23,24.5,21.0,40.6461
126,LINE1_PROC1,2020-12-15 17:50:26,24.6,21.0,46.4527
127,LINE1_PROC1,2020-12-15 17:50:29,24.6,21.0,40.6461
128,LINE1_PROC1,2020-12-15 17:50:32,24.4,21.0,40.6461
129,LINE1_PROC1,2020-12-15 17:50:35,24.5,21.0,40.6461
130,LINE1_PROC1,2020-12-15 17:50:38,24.5,21.0,46.4527
131,LINE1_PROC1,2020-12-15 17:50:41,24.6,21.0,40.6461
132,LINE1_PROC1,2020-12-15 17:50:44,24.6,21.0,46.4527
133,LINE1_PROC1,2020-12-15 17:50:47,24.6,21.0,40.6461
134,LINE1_PROC1,2020-12-15 17:50:50,24.6,21.0,40.6461
135,LINE1_PROC1,2020-12-15 17:50:53,23.4,21.0,52.2593
136,LINE1_PROC1,2020-12-15 17:50:56,24.6,21.0,40.6461
