,factory_line,time,temperature,humidity,electrical_energy
55,LINE1_PROC1,2020-12-15 17:47,24.3,20,40.6461
56,LINE1_PROC1,2020-12-15 17:47,24.3,20,17.4198
57,LINE1_PROC1,2020-12-15 17:47,24.2,21,40.6461
58,LINE1_PROC1,2020-12-15 17:47,24.2,21,29.0329
59,LINE1_PROC1,2020-12-15 17:47,24.2,21,23.2264
60,LINE1_PROC1,2020-12-15 17:47,24.2,21,5.80659
61,LINE1_PROC1,2020-12-15 17:47,24.3,20,17.4198
62,LINE1_PROC1,2020-12-15 17:47,24.3,20,5.80659
63,LINE1_PROC1,2020-12-15 17:47,24.3,21,23.2264
64,LINE1_PROC1,2020-12-15 17:47,24.3,21,17.4198
65,LINE1_PROC1,2020-12-15 17:47,24.4,21,34.8395
66,LINE1_PROC1,2020-12-15 17:47,24.3,20,40.6461
67,LINE1_PROC1,2020-12-15 17:47,24.3,20,29.0329
68,LINE1_PROC1,2020-12-15 17:47,24.2,21,40.6461
69,LINE1_PROC1,2020-12-15 17:47,24.2,21,29.0329
70,LINE1_PROC1,2020-12-15 17:47,24.3,21,34.8395
71,LINE1_PROC1,2020-12-15 17:48,24.3,21,29.0329
72,LINE1_PROC1,2020-12-15 17:48,24.3,21,40.6461
73,LINE1_PROC1,2020-12-15 17:48,24.3,21,46.4527
74,LINE1_PROC1,2020-12-15 17:48,24.3,21,23.2264
75,LINE1_PROC1,2020-12-15 17:48,24.3,21,40.6461
76,LINE1_PROC1,2020-12-15 17:48,24.3,20,40.6461
77,LINE1_PROC1,2020-12-15 17:48,24.3,20,46.4527
78,LINE1_PROC1,2020-12-15 17:48,24.3,20,17.4198
79,LINE1_PROC1,2020-12-15 17:48,24.3,21,40.6461
80,LINE1_PROC1,2020-12-15 17:48,24.3,21,23.2264
81,LINE1_PROC1,2020-12-15 17:48,24.3,20,40.6461
82,LINE1_PROC1,2020-12-15 17:48,24.4,21,40.6461
83,LINE1_PROC1,2020-12-15 17:48,24.4,21,29.0329
84,LINE1_PROC1,2020-12-15 17:48,24.3,21,52.2593
85,LINE1_PROC1,2020-12-15 17:48,24.3,21,23.2264
86,LINE1_PROC1,2020-12-15 17:48,24.3,20,17.4198
87,LINE1_PROC1,2020-12-15 17:48,24.4,22,34.8395
88,LINE1_PROC1,2020-12-15 17:48,24.4,22,17.4198
89,LINE1_PROC1,2020-12-15 17:48,22.9,22,34.8395
90,LINE1_PROC1,2020-12-15 17:48,22.9,22,29.0329
91,LINE1_PROC1,2020-12-15 17:48,24.4,21,40.6461
92,LINE1_PROC1,2020-12-15 17:49,24.4,21,23.2264
93,LINE1_PROC1,2020-12-15 17:49,24.4,21,34.8395
94,LINE1_PROC1,2020-12-15 17:49,24.4,21,29.0329
95,LINE1_PROC1,2020-12-15 17:49,24.4,21,34.8395
96,LINE1_PROC1,2020-12-15 17:49,24.4,21,17.4198
97,LINE1_PROC1,2020-12-15 17:49,24.4,21,34.8395
98,LINE1_PROC1,2020-12-15 17:49,24.4,21,23.2264
99,LINE1_PROC1,2020-12-15 17:49,24.4,21,29.0329
100,LINE1_PROC1,2020-12-15 17:49,24.4,21,23.2264
101,LINE1_PROC1,2020-12-15 17:49,24.5,21,34.8395
102,LINE1_PROC1,2020-12-15 17:49,24.5,21,17.4198
103,LINE1_PROC1,2020-12-15 17:49,24.4,21,34.8395
104,LINE1_PROC1,2020-12-15 17:49,24.4,21,23.2264
105,LINE1_PROC1,2020-12-15 17:49,24.4,21,34.8395
106,LINE1_PROC1,2020-12-15 17:49,24.4,20,40.6461
107,LINE1_PROC1,2020-12-15 17:49,24.4,21,40.6461
108,LINE1_PROC1,2020-12-15 17:49,24.5,21,40.6461
109,LINE1_PROC1,2020-12-15 17:49,24.4,21,34.8395
110,LINE1_PROC1,2020-12-15 17:49,24.4,21,34.8395
111,LINE1_PROC1,2020-12-15 17:49,24.5,21,40.6461
112,LINE1_PROC1,2020-12-15 17:49,24.4,21,34.8395
113,LINE1_PROC1,2020-12-15 17:49,24.5,21,40.6461
114,LINE1_PROC1,2020-12-15 17:49,22.8,21,40.6461
115,LINE1_PROC1,2020-12-15 17:49,21.9,20,40.6461
116,LINE1_PROC1,2020-12-15 17:49,24.5,21,29.0329
117,LINE1_PROC1,2020-12-15 17:49,24.5,21,29.0329
118,LINE1_PROC1,2020-12-15 17:50,24.4,21,34.8395
119,LINE1_PROC1,2020-12-15 17:50,24.4,21,34.8395
120,LINE1_PROC1,2020-12-15 17:50,24.5,21,52.2593
121,LINE1_PROC1,2020-12-15 17:50,24.6,21,34.8395
122,LINE1_PROC1,2020-12-15 17:50,24.4,21,40.6461
123,LINE1_PROC1,2020-12-15 17:50,24.5,21,40.6461
124,LINE1_PROC1,2020-12-15 17:50,24.5,21,46.4527
125,LINE1_PROC1,2020-12-15 17:50,24.5,21,40.6461
126,LINE1_PROC1,2020-12-15 17:50,24.6,21,46.4527
127,LINE1_PROC1,2020-12-15 17:50,24.6,21,40.6461
128,LINE1_PROC1,2020-12-15 17:50,24.4,21,40.6461
129,LINE1_PROC1,2020-12-15 17:50,24.5,21,40.6461
130,LINE1_PROC1,2020-12-15 17:50,24.5,21,46.4527
131,LINE1_PROC1,2020-12-15 17:50,24.6,21,40.6461
132,LINE1_PROC1,2020-12-15 17:50,24.6,21,46.4527
133,LINE1_PROC1,2020-12-15 17:50,24.6,21,40.6461
134,LINE1_PROC1,2020-12-15 17:50,24.6,21,40.6461
135,LINE1_PROC1,2020-12-15 17:50,23.4,21,52.2593
136,LINE1_PROC1,2020-12-15 17:50,24.6,21,40.6461
0,LINE1_PROC1,2020-12-15 18:05,36.5,10.2,22.4
1,LINE1_PROC1,2020-12-15 18:05,36.5,10.2,22.4
2,LINE1_PROC1,2020-12-15 18:05,36.5,10.2,22.4
3,LINE1_PROC1,2020-12-15 18:05,36.5,10.2,22.4
4,LINE1_PROC1,2020-12-15 18:05,36.5,10.2,22.4
5,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
6,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
7,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
8,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
9,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
10,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
11,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
12,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
13,LINE1_PROC1,2020-12-11 18:05,36.5,10.2,22.4
