,factory_line,time,temperature,humidity,electrical_energy
56,LINE1_PROC1,2020-12-23 06:01:11,26.7,34.0,520.0
57,LINE1_PROC1,2020-12-23 06:01:13,26.6,34.0,518.0
58,LINE1_PROC1,2020-12-23 06:01:14,26.6,34.0,519.0
59,LINE1_PROC1,2020-12-23 06:01:16,26.6,34.0,518.0
60,LINE1_PROC1,2020-12-23 06:01:17,26.6,34.0,518.0
61,LINE1_PROC1,2020-12-23 06:01:18,26.6,34.0,520.0
62,LINE1_PROC1,2020-12-23 06:01:20,26.6,34.0,518.0
63,LINE1_PROC1,2020-12-23 06:01:21,26.7,34.0,519.0
64,LINE1_PROC1,2020-12-23 06:01:23,26.7,34.0,518.0
65,LINE1_PROC1,2020-12-23 06:01:24,26.6,33.0,519.0
66,LINE1_PROC1,2020-12-23 06:01:25,26.6,33.0,518.0
67,LINE1_PROC1,2020-12-23 06:01:27,26.6,34.0,520.0
68,LINE1_PROC1,2020-12-23 06:01:28,26.6,34.0,517.0
69,LINE1_PROC1,2020-12-23 06:01:30,26.6,34.0,517.0
70,LINE1_PROC1,2020-12-23 06:01:31,26.6,34.0,516.0
71,LINE1_PROC1,2020-12-23 06:01:32,26.6,34.0,518.0
72,LINE1_PROC1,2020-12-23 06:01:34,26.6,34.0,516.0
73,LINE1_PROC1,2020-12-23 06:01:35,26.6,34.0,520.0
74,LINE1_PROC1,2020-12-23 06:01:37,26.6,34.0,518.0
75,LINE1_PROC1,2020-12-23 06:01:38,26.6,34.0,520.0
76,LINE1_PROC1,2020-12-23 06:01:40,26.6,34.0,518.0
77,LINE1_PROC1,2020-12-23 06:01:41,26.6,34.0,520.0
78,LINE1_PROC1,2020-12-23 06:01:42,26.6,34.0,518.0
79,LINE1_PROC1,2020-12-23 06:01:44,26.6,34.0,517.0
80,LINE1_PROC1,2020-12-23 06:01:45,26.6,34.0,517.0
81,LINE1_PROC1,2020-12-23 06:01:47,26.6,34.0,518.0
82,LINE1_PROC1,2020-12-23 06:01:48,26.6,34.0,516.0
83,LINE1_PROC1,2020-12-23 06:01:49,26.6,34.0,517.0
84,LINE1_PROC1,2020-12-23 06:01:51,26.6,34.0,516.0
85,LINE1_PROC1,2020-12-23 06:01:52,26.6,34.0,518.0
86,LINE1_PROC1,2020-12-23 06:01:54,26.6,34.0,519.0
87,LINE1_PROC1,2020-12-23 06:01:55,26.6,34.0,518.0
88,LINE1_PROC1,2020-12-23 06:01:57,26.6,34.0,517.0
89,LINE1_PROC1,2020-12-23 06:01:58,26.6,34.0,520.0
90,LINE1_PROC1,2020-12-23 06:01:59,26.6,34.0,518.0
91,LINE1_PROC1,2020-12-23 06:02:01,26.6,34.0,519.0
92,LINE1_PROC1,2020-12-23 06:02:02,26.6,34.0,518.0
93,LINE1_PROC1,2020-12-23 06:02:04,26.6,34.0,517.0
94,LINE1_PROC1,2020-12-23 06:02:05,26.6,34.0,518.0
95,LINE1_PROC1,2020-12-23 06:02:06,26.6,35.0,517.0
96,LINE1_PROC1,2020-12-23 06:02:08,26.6,35.0,515.0
97,LINE1_PROC1,2020-12-23 06:02:09,26.6,34.0,518.0
98,LINE1_PROC1,2020-12-23 06:02:11,26.6,34.0,518.0
99,LINE1_PROC1,2020-12-23 06:02:12,26.6,34.0,518.0
100,LINE1_PROC1,2020-12-23 06:02:14,26.6,34.0,516.0
101,LINE1_PROC1,2020-12-23 06:02:15,26.6,34.0,518.0
102,LINE1_PROC1,2020-12-23 06:02:16,26.6,34.0,518.0
103,LINE1_PROC1,2020-12-23 06:02:18,26.7,34.0,519.0
104,LINE1_PROC1,2020-12-23 06:02:19,26.7,34.0,517.0
105,LINE1_PROC1,2020-12-23 06:02:21,26.7,34.0,519.0
106,LINE1_PROC1,2020-12-23 06:02:22,26.7,34.0,519.0
107,LINE1_PROC1,2020-12-23 06:02:23,26.6,34.0,519.0
108,LINE1_PROC1,2020-12-23 06:02:25,26.6,34.0,518.0
109,LINE1_PROC1,2020-12-23 06:02:26,26.4,34.0,520.0
110,LINE1_PROC1,2020-12-23 06:02:28,26.4,34.0,518.0
111,LINE1_PROC1,2020-12-23 06:02:29,25.5,33.0,520.0
112,LINE1_PROC1,2020-12-23 06:02:31,25.5,33.0,517.0
113,LINE1_PROC1,2020-12-23 06:02:32,26.5,34.0,518.0
114,LINE1_PROC1,2020-12-23 06:02:33,26.5,34.0,517.0
115,LINE1_PROC1,2020-12-23 06:02:35,26.7,34.0,520.0
116,LINE1_PROC1,2020-12-23 06:02:36,26.7,34.0,517.0
117,LINE1_PROC1,2020-12-23 06:02:38,26.6,34.0,518.0
118,LINE1_PROC1,2020-12-23 06:02:39,26.6,34.0,516.0
119,LINE1_PROC1,2020-12-23 06:02:40,25.7,33.0,517.0
120,LINE1_PROC1,2020-12-23 06:02:42,25.7,33.0,518.0
121,LINE1_PROC1,2020-12-23 06:02:43,26.6,34.0,517.0
122,LINE1_PROC1,2020-12-23 06:02:45,26.6,34.0,516.0
123,LINE1_PROC1,2020-12-23 06:02:46,26.6,34.0,517.0
124,LINE1_PROC1,2020-12-23 06:02:48,26.6,34.0,516.0
125,LINE1_PROC1,2020-12-23 06:02:49,26.6,34.0,518.0
126,LINE1_PROC1,2020-12-23 06:02:50,26.6,34.0,518.0
127,LINE1_PROC1,2020-12-23 06:02:52,26.7,34.0,520.0
128,LINE1_PROC1,2020-12-23 06:02:53,26.7,34.0,518.0
129,LINE1_PROC1,2020-12-23 06:02:55,26.6,34.0,518.0
130,LINE1_PROC1,2020-12-23 06:02:56,26.6,34.0,518.0
131,LINE1_PROC1,2020-12-23 06:02:57,26.6,34.0,519.0
132,LINE1_PROC1,2020-12-23 06:02:59,26.6,34.0,516.0
133,LINE1_PROC1,2020-12-23 06:03:00,26.7,34.0,517.0
134,LINE1_PROC1,2020-12-23 06:03:02,26.7,34.0,516.0
135,LINE1_PROC1,2020-12-23 06:03:04,26.6,34.0,519.0
136,LINE1_PROC1,2020-12-23 06:03:05,26.6,34.0,518.0
137,LINE1_PROC1,2020-12-23 06:03:06,26.7,34.0,520.0
138,LINE1_PROC1,2020-12-23 06:03:08,26.7,34.0,518.0
139,LINE1_PROC1,2020-12-23 06:03:09,26.6,34.0,519.0
140,LINE1_PROC1,2020-12-23 06:03:10,26.6,34.0,519.0
141,LINE1_PROC1,2020-12-23 06:03:12,26.6,34.0,519.0
142,LINE1_PROC1,2020-12-23 06:03:13,26.6,34.0,517.0
143,LINE1_PROC1,2020-12-23 06:03:15,26.5,34.0,517.0
144,LINE1_PROC1,2020-12-23 06:03:16,26.5,34.0,516.0
145,LINE1_PROC1,2020-12-23 06:03:18,26.5,34.0,520.0
146,LINE1_PROC1,2020-12-23 06:03:19,26.5,34.0,518.0
147,LINE1_PROC1,2020-12-23 06:03:20,26.4,34.0,519.0
148,LINE1_PROC1,2020-12-23 06:03:22,26.4,34.0,518.0
149,LINE1_PROC1,2020-12-23 06:03:23,27.0,34.0,519.0
150,LINE1_PROC1,2020-12-23 06:03:25,27.0,34.0,518.0
151,LINE1_PROC1,2020-12-23 06:03:26,26.6,34.0,517.0
152,LINE1_PROC1,2020-12-23 06:03:27,26.6,34.0,517.0
153,LINE1_PROC1,2020-12-23 06:03:29,26.6,34.0,518.0
154,LINE1_PROC1,2020-12-23 06:03:30,26.6,34.0,517.0
155,LINE1_PROC1,2020-12-23 06:03:32,26.6,34.0,517.0
156,LINE1_PROC1,2020-12-23 06:03:33,26.6,34.0,516.0
157,LINE1_PROC1,2020-12-23 06:03:35,26.6,34.0,518.0
158,LINE1_PROC1,2020-12-23 06:03:36,26.6,34.0,518.0
159,LINE1_PROC1,2020-12-23 06:03:37,26.6,34.0,518.0
160,LINE1_PROC1,2020-12-23 06:03:39,26.6,34.0,517.0
161,LINE1_PROC1,2020-12-23 06:03:40,26.7,34.0,517.0
162,LINE1_PROC1,2020-12-23 06:03:42,26.7,34.0,517.0
163,LINE1_PROC1,2020-12-23 06:03:43,26.7,33.0,518.0
164,LINE1_PROC1,2020-12-23 06:03:44,26.7,33.0,517.0
165,LINE1_PROC1,2020-12-23 06:03:46,26.7,33.0,518.0
166,LINE1_PROC1,2020-12-23 06:03:47,26.7,33.0,516.0
167,LINE1_PROC1,2020-12-23 06:03:49,26.7,33.0,517.0
168,LINE1_PROC1,2020-12-23 06:03:50,26.7,33.0,518.0
169,LINE1_PROC1,2020-12-23 06:03:51,26.6,33.0,519.0
170,LINE1_PROC1,2020-12-23 06:03:53,26.6,33.0,517.0
171,LINE1_PROC1,2020-12-23 06:03:54,26.6,34.0,519.0
172,LINE1_PROC1,2020-12-23 06:03:56,26.6,34.0,519.0
173,LINE1_PROC1,2020-12-23 06:03:57,26.7,34.0,519.0
174,LINE1_PROC1,2020-12-23 06:03:59,26.7,34.0,517.0
175,LINE1_PROC1,2020-12-23 06:04:02,26.6,34.0,519.0
176,LINE1_PROC1,2020-12-23 06:04:04,26.6,34.0,517.0
177,LINE1_PROC1,2020-12-23 06:04:05,26.6,34.0,519.0
178,LINE1_PROC1,2020-12-23 06:04:06,26.6,34.0,518.0
179,LINE1_PROC1,2020-12-23 06:04:08,26.6,34.0,519.0
180,LINE1_PROC1,2020-12-23 06:04:09,26.6,34.0,517.0
181,LINE1_PROC1,2020-12-23 06:04:11,26.6,34.0,519.0
182,LINE1_PROC1,2020-12-23 06:04:12,26.6,34.0,518.0
183,LINE1_PROC1,2020-12-23 06:04:13,26.6,34.0,518.0
184,LINE1_PROC1,2020-12-23 06:04:15,26.6,34.0,519.0
185,LINE1_PROC1,2020-12-23 06:04:16,26.7,34.0,519.0
186,LINE1_PROC1,2020-12-23 06:04:18,26.7,34.0,518.0
187,LINE1_PROC1,2020-12-23 06:04:20,26.7,34.0,519.0
188,LINE1_PROC1,2020-12-23 06:04:21,26.7,34.0,518.0
189,LINE1_PROC1,2020-12-23 06:04:23,26.6,34.0,519.0
190,LINE1_PROC1,2020-12-23 06:04:24,26.6,34.0,518.0
191,LINE1_PROC1,2020-12-23 06:04:26,26.6,34.0,519.0
192,LINE1_PROC1,2020-12-23 06:04:27,26.6,34.0,518.0
193,LINE1_PROC1,2020-12-23 06:04:29,29.2,36.0,520.0
194,LINE1_PROC1,2020-12-23 06:04:30,29.2,36.0,517.0
195,LINE1_PROC1,2020-12-23 06:04:31,26.7,34.0,519.0
196,LINE1_PROC1,2020-12-23 06:04:33,26.7,34.0,517.0
197,LINE1_PROC1,2020-12-23 06:04:34,26.7,34.0,519.0
198,LINE1_PROC1,2020-12-23 06:04:36,26.7,34.0,518.0
199,LINE1_PROC1,2020-12-23 06:04:37,26.7,34.0,519.0
200,LINE1_PROC1,2020-12-23 06:04:38,26.7,34.0,516.0
201,LINE1_PROC1,2020-12-23 06:04:40,26.7,34.0,517.0
202,LINE1_PROC1,2020-12-23 06:04:41,26.7,34.0,518.0
203,LINE1_PROC1,2020-12-23 06:04:43,26.7,34.0,517.0
204,LINE1_PROC1,2020-12-23 06:04:44,26.7,34.0,516.0
205,LINE1_PROC1,2020-12-23 06:04:45,26.7,34.0,519.0
206,LINE1_PROC1,2020-12-23 06:04:47,26.7,34.0,519.0
207,LINE1_PROC1,2020-12-23 06:04:48,26.7,34.0,517.0
208,LINE1_PROC1,2020-12-23 06:04:50,26.7,34.0,516.0
209,LINE1_PROC1,2020-12-23 06:04:51,26.7,34.0,520.0
210,LINE1_PROC1,2020-12-23 06:04:53,26.7,34.0,518.0
211,LINE1_PROC1,2020-12-23 06:04:54,24.9,33.0,519.0
212,LINE1_PROC1,2020-12-23 06:04:55,24.9,33.0,517.0
213,LINE1_PROC1,2020-12-23 06:04:57,26.6,34.0,519.0
214,LINE1_PROC1,2020-12-23 06:04:58,26.6,34.0,516.0
215,LINE1_PROC1,2020-12-23 06:05:00,26.7,34.0,517.0
216,LINE1_PROC1,2020-12-23 06:05:01,26.7,34.0,517.0
217,LINE1_PROC1,2020-12-23 06:05:03,26.7,34.0,518.0
218,LINE1_PROC1,2020-12-23 06:05:04,26.7,34.0,515.0
219,LINE1_PROC1,2020-12-23 06:05:06,26.7,34.0,518.0
220,LINE1_PROC1,2020-12-23 06:05:07,26.7,34.0,518.0
221,LINE1_PROC1,2020-12-23 06:05:09,26.6,34.0,519.0
222,LINE1_PROC1,2020-12-23 06:05:10,26.6,34.0,518.0
223,LINE1_PROC1,2020-12-23 06:05:11,26.7,34.0,519.0
224,LINE1_PROC1,2020-12-23 06:05:13,26.7,34.0,518.0
225,LINE1_PROC1,2020-12-23 06:05:14,26.7,34.0,517.0
226,LINE1_PROC1,2020-12-23 06:05:16,26.7,34.0,517.0
227,LINE1_PROC1,2020-12-23 06:05:17,26.7,34.0,518.0
228,LINE1_PROC1,2020-12-23 06:05:19,26.7,34.0,518.0
229,LINE1_PROC1,2020-12-23 06:05:20,27.5,34.0,519.0
230,LINE1_PROC1,2020-12-23 06:05:21,27.5,34.0,518.0
231,LINE1_PROC1,2020-12-23 06:05:23,26.7,34.0,520.0
232,LINE1_PROC1,2020-12-23 06:05:24,26.7,34.0,518.0
233,LINE1_PROC1,2020-12-23 06:05:26,26.6,34.0,519.0
234,LINE1_PROC1,2020-12-23 06:05:27,26.6,34.0,518.0
235,LINE1_PROC1,2020-12-23 06:05:28,26.6,34.0,519.0
236,LINE1_PROC1,2020-12-23 06:05:30,26.6,34.0,517.0
237,LINE1_PROC1,2020-12-23 06:05:31,26.6,34.0,519.0
238,LINE1_PROC1,2020-12-23 06:05:33,26.6,34.0,517.0
239,LINE1_PROC1,2020-12-23 06:05:34,26.6,34.0,517.0
240,LINE1_PROC1,2020-12-23 06:05:36,26.6,34.0,516.0
241,LINE1_PROC1,2020-12-23 06:05:37,26.7,34.0,518.0
242,LINE1_PROC1,2020-12-23 06:05:38,26.7,34.0,518.0
243,LINE1_PROC1,2020-12-23 06:05:40,26.7,34.0,518.0
244,LINE1_PROC1,2020-12-23 06:05:41,26.7,34.0,518.0
245,LINE1_PROC1,2020-12-23 06:05:43,26.7,34.0,519.0
246,LINE1_PROC1,2020-12-23 06:05:45,26.7,34.0,518.0
247,LINE1_PROC1,2020-12-23 06:05:47,26.7,34.0,517.0
248,LINE1_PROC1,2020-12-23 06:05:48,26.7,34.0,517.0
249,LINE1_PROC1,2020-12-23 06:05:53,26.7,34.0,517.0
250,LINE1_PROC1,2020-12-23 06:06:11,26.6,34.0,518.0
251,LINE1_PROC1,2020-12-23 06:06:14,26.6,34.0,519.0
252,LINE1_PROC1,2020-12-23 06:06:15,26.6,34.0,518.0
253,LINE1_PROC1,2020-12-23 06:06:17,26.6,34.0,518.0
254,LINE1_PROC1,2020-12-23 06:06:18,26.6,34.0,519.0
255,LINE1_PROC1,2020-12-23 06:06:19,26.7,34.0,519.0
256,LINE1_PROC1,2020-12-23 06:06:21,26.7,34.0,517.0
257,LINE1_PROC1,2020-12-23 06:06:22,26.6,34.0,519.0
258,LINE1_PROC1,2020-12-23 06:06:24,26.6,34.0,516.0
259,LINE1_PROC1,2020-12-23 06:06:25,26.6,34.0,519.0
260,LINE1_PROC1,2020-12-23 06:06:26,26.6,34.0,518.0
261,LINE1_PROC1,2020-12-23 06:06:28,26.7,34.0,519.0
262,LINE1_PROC1,2020-12-23 06:06:29,26.7,34.0,516.0
263,LINE1_PROC1,2020-12-23 06:06:31,26.7,34.0,517.0
264,LINE1_PROC1,2020-12-23 06:06:32,26.7,34.0,516.0
265,LINE1_PROC1,2020-12-23 06:06:34,26.7,34.0,516.0
266,LINE1_PROC1,2020-12-23 06:06:35,26.7,34.0,518.0
267,LINE1_PROC1,2020-12-23 06:06:36,26.6,34.0,518.0
268,LINE1_PROC1,2020-12-23 06:06:38,26.6,34.0,518.0
269,LINE1_PROC1,2020-12-23 06:06:39,26.6,34.0,518.0
270,LINE1_PROC1,2020-12-23 06:06:41,26.6,34.0,517.0
271,LINE1_PROC1,2020-12-23 06:06:42,26.7,34.0,519.0
272,LINE1_PROC1,2020-12-23 06:06:43,26.7,34.0,516.0
273,LINE1_PROC1,2020-12-23 06:06:45,26.7,34.0,520.0
274,LINE1_PROC1,2020-12-23 06:06:47,26.7,34.0,517.0
275,LINE1_PROC1,2020-12-23 06:06:48,26.5,34.0,516.0
276,LINE1_PROC1,2020-12-23 06:06:49,26.5,34.0,518.0
277,LINE1_PROC1,2020-12-23 06:06:51,26.7,34.0,518.0
278,LINE1_PROC1,2020-12-23 06:06:52,26.7,34.0,518.0
279,LINE1_PROC1,2020-12-23 06:06:54,26.6,34.0,518.0
280,LINE1_PROC1,2020-12-23 06:06:55,26.6,34.0,518.0
281,LINE1_PROC1,2020-12-23 06:06:57,26.7,34.0,517.0
282,LINE1_PROC1,2020-12-23 06:06:58,26.7,34.0,516.0
283,LINE1_PROC1,2020-12-23 06:06:59,26.7,34.0,518.0
284,LINE1_PROC1,2020-12-23 06:07:01,26.7,34.0,518.0
285,LINE1_PROC1,2020-12-23 06:07:19,26.6,34.0,518.0
286,LINE1_PROC1,2020-12-23 06:07:22,26.6,34.0,519.0
287,LINE1_PROC1,2020-12-23 06:07:24,26.6,34.0,518.0
288,LINE1_PROC1,2020-12-23 06:07:25,26.7,34.0,519.0
289,LINE1_PROC1,2020-12-23 06:07:26,26.7,34.0,516.0
290,LINE1_PROC1,2020-12-23 06:07:28,26.6,34.0,517.0
291,LINE1_PROC1,2020-12-23 06:07:29,26.6,34.0,517.0
292,LINE1_PROC1,2020-12-23 06:07:31,26.7,34.0,519.0
293,LINE1_PROC1,2020-12-23 06:07:32,26.7,34.0,516.0
294,LINE1_PROC1,2020-12-23 06:07:34,26.6,34.0,517.0
295,LINE1_PROC1,2020-12-23 06:07:35,26.6,34.0,516.0
296,LINE1_PROC1,2020-12-23 06:07:36,26.7,34.0,518.0
297,LINE1_PROC1,2020-12-23 06:07:38,26.7,34.0,518.0
298,LINE1_PROC1,2020-12-23 06:07:39,26.6,34.0,519.0
299,LINE1_PROC1,2020-12-23 06:07:41,26.6,34.0,518.0
300,LINE1_PROC1,2020-12-23 06:07:42,26.7,34.0,518.0
301,LINE1_PROC1,2020-12-23 06:07:44,26.7,34.0,518.0
302,LINE1_PROC1,2020-12-23 06:07:45,26.7,34.0,517.0
303,LINE1_PROC1,2020-12-23 06:07:46,26.7,34.0,516.0
304,LINE1_PROC1,2020-12-23 06:07:48,26.7,34.0,518.0
305,LINE1_PROC1,2020-12-23 06:07:50,26.7,34.0,517.0
306,LINE1_PROC1,2020-12-23 06:07:51,26.7,34.0,519.0
307,LINE1_PROC1,2020-12-23 06:07:52,26.7,34.0,518.0
308,LINE1_PROC1,2020-12-23 06:07:54,26.7,34.0,519.0
309,LINE1_PROC1,2020-12-23 06:07:56,26.7,34.0,517.0
310,LINE1_PROC1,2020-12-23 06:07:57,26.7,34.0,518.0
311,LINE1_PROC1,2020-12-23 06:07:59,26.7,34.0,518.0
312,LINE1_PROC1,2020-12-23 06:08:00,26.7,34.0,518.0
313,LINE1_PROC1,2020-12-23 06:08:04,26.7,34.0,520.0
314,LINE1_PROC1,2020-12-23 06:08:06,26.6,34.0,518.0
315,LINE1_PROC1,2020-12-23 06:08:08,26.6,34.0,517.0
316,LINE1_PROC1,2020-12-23 06:08:10,26.0,34.0,520.0
317,LINE1_PROC1,2020-12-23 06:08:12,26.0,34.0,517.0
318,LINE1_PROC1,2020-12-23 06:08:14,26.6,34.0,520.0
319,LINE1_PROC1,2020-12-23 06:08:16,26.6,34.0,518.0
320,LINE1_PROC1,2020-12-23 06:08:17,26.6,34.0,518.0
321,LINE1_PROC1,2020-12-23 06:08:19,26.6,34.0,517.0
322,LINE1_PROC1,2020-12-23 06:08:20,26.6,35.0,518.0
323,LINE1_PROC1,2020-12-23 06:08:22,26.6,35.0,518.0
324,LINE1_PROC1,2020-12-23 06:08:23,26.7,35.0,518.0
325,LINE1_PROC1,2020-12-23 06:08:25,26.7,35.0,518.0
326,LINE1_PROC1,2020-12-23 06:08:26,26.6,35.0,519.0
327,LINE1_PROC1,2020-12-23 06:08:27,26.6,35.0,517.0
328,LINE1_PROC1,2020-12-23 06:08:29,26.6,35.0,518.0
329,LINE1_PROC1,2020-12-23 06:08:30,26.6,35.0,518.0
330,LINE1_PROC1,2020-12-23 06:08:32,28.6,35.0,519.0
331,LINE1_PROC1,2020-12-23 06:08:33,28.6,35.0,518.0
332,LINE1_PROC1,2020-12-23 06:08:34,26.8,34.0,518.0
333,LINE1_PROC1,2020-12-23 06:08:36,26.8,34.0,517.0
334,LINE1_PROC1,2020-12-23 06:08:37,28.6,35.0,518.0
335,LINE1_PROC1,2020-12-23 06:08:39,28.6,35.0,518.0
336,LINE1_PROC1,2020-12-23 06:08:40,26.6,34.0,518.0
337,LINE1_PROC1,2020-12-23 06:08:42,26.6,34.0,517.0
338,LINE1_PROC1,2020-12-23 06:08:43,26.6,34.0,519.0
339,LINE1_PROC1,2020-12-23 06:08:44,26.6,34.0,519.0
340,LINE1_PROC1,2020-12-23 06:08:46,26.7,34.0,519.0
341,LINE1_PROC1,2020-12-23 06:08:47,26.7,34.0,530.0
342,LINE1_PROC1,2020-12-23 06:08:49,26.5,34.0,520.0
343,LINE1_PROC1,2020-12-23 06:08:50,26.5,34.0,517.0
344,LINE1_PROC1,2020-12-23 06:08:51,26.6,34.0,520.0
345,LINE1_PROC1,2020-12-23 06:08:53,26.6,34.0,519.0
346,LINE1_PROC1,2020-12-23 06:08:54,26.7,34.0,519.0
347,LINE1_PROC1,2020-12-23 06:08:56,26.7,34.0,518.0
348,LINE1_PROC1,2020-12-23 06:08:57,26.5,34.0,519.0
349,LINE1_PROC1,2020-12-23 06:08:58,26.5,34.0,517.0
350,LINE1_PROC1,2020-12-23 06:09:00,26.6,34.0,519.0
351,LINE1_PROC1,2020-12-23 06:09:01,26.6,34.0,517.0
352,LINE1_PROC1,2020-12-23 06:09:03,26.6,34.0,518.0
353,LINE1_PROC1,2020-12-23 06:09:04,26.6,34.0,517.0
354,LINE1_PROC1,2020-12-23 06:09:06,26.5,34.0,519.0
355,LINE1_PROC1,2020-12-23 06:09:07,26.5,34.0,518.0
356,LINE1_PROC1,2020-12-23 06:09:08,26.6,34.0,520.0
357,LINE1_PROC1,2020-12-23 06:09:10,26.6,34.0,518.0
358,LINE1_PROC1,2020-12-23 06:09:11,26.5,34.0,519.0
359,LINE1_PROC1,2020-12-23 06:09:13,26.5,34.0,517.0
360,LINE1_PROC1,2020-12-23 06:09:14,26.6,34.0,518.0
361,LINE1_PROC1,2020-12-23 06:09:16,26.6,34.0,516.0
362,LINE1_PROC1,2020-12-23 06:09:17,26.6,34.0,519.0
363,LINE1_PROC1,2020-12-23 06:09:18,26.6,34.0,516.0
364,LINE1_PROC1,2020-12-23 06:09:20,26.6,34.0,519.0
365,LINE1_PROC1,2020-12-23 06:09:21,26.6,34.0,517.0
366,LINE1_PROC1,2020-12-23 06:09:23,26.5,34.0,520.0
367,LINE1_PROC1,2020-12-23 06:09:24,26.5,34.0,518.0
368,LINE1_PROC1,2020-12-23 06:09:26,26.6,34.0,519.0
369,LINE1_PROC1,2020-12-23 06:09:27,26.6,34.0,519.0
370,LINE1_PROC1,2020-12-23 06:09:29,26.6,34.0,518.0
371,LINE1_PROC1,2020-12-23 06:09:30,26.6,34.0,517.0
372,LINE1_PROC1,2020-12-23 06:09:32,26.6,35.0,518.0
373,LINE1_PROC1,2020-12-23 06:09:33,26.6,35.0,517.0
374,LINE1_PROC1,2020-12-23 06:09:34,26.6,35.0,518.0
375,LINE1_PROC1,2020-12-23 06:09:36,26.6,35.0,518.0
376,LINE1_PROC1,2020-12-23 06:09:37,26.6,35.0,519.0
